"id;""timestamp"";""nsfrac"";""the_geom"";""longitude"";""latitude"";""height"";""amplitude"";""lsum"";""type"";""stationmax"";""station1"";""station2"";""station3"";""station4"";""station5"";""station6"";""station7"";""station8"";""qres"";""flash_id"";""cell_id"""
"1149738;""2018-07-20 18:06:27.042975+00"";""1"";""0101000020E610000000000080C09E544000000020EB023640"";""82.4805"";""22.0114"";""0"";""-20"";""4.211"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663596"";"""""
"1149736;""2018-07-20 18:06:26.633892+00"";""5"";""0101000020E61000000000000091B65440000000E078193640"";""82.8526"";""22.0995"";""0"";""-64.8"";""3.212"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663597"";"""""
"1149739;""2018-07-20 18:06:27.291996+00"";""1"";""0101000020E6100000000000E01BB45440000000409D203640"";""82.8142"";""22.1274"";""0"";""-56.6"";""3.051"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663597"";"""""
"1149740;""2018-07-20 18:06:27.572374+00"";""7"";""0101000020E6100000000000407BBB5440000000A09B343640"";""82.9294"";""22.2055"";""0"";""-68.7"";""3.262"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663598"";"""""
"1149741;""2018-07-20 18:06:27.742923+00"";""0"";""0101000020E610000000000060B8AE544000000040C4313640"";""82.73"";""22.1944"";""0"";""-43.4"";""3.21"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663599"";"""""
"1149743;""2018-07-20 18:06:28.640705+00"";""9"";""0101000020E6100000000000C05BB45440000000A094153640"";""82.8181"";""22.0843"";""0"";""-61.3"";""3.22"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663600"";"""""
"1149744;""2018-07-20 18:06:28.933487+00"";""4"";""0101000020E61000000000008046BC544000000040CF363640"";""82.9418"";""22.2141"";""0"";""-92.6"";""3.142"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663601"";"""""
"1149742;""2018-07-20 18:06:28.597381+00"";""0"";""0101000020E6100000000000A0CFB554400000004082323640"";""82.8408"";""22.1973"";""0"";""-60.1"";""3.003"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663602"";"""""
"1149745;""2018-07-20 18:06:29.073752+00"";""4"";""0101000020E6100000000000804ABA5440000000401A403640"";""82.9108"";""22.2504"";""0"";""-22.8"";""0.761"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663602"";"""""
"1149746;""2018-07-20 18:06:29.102508+00"";""2"";""0101000020E61000000000006022B45440000000E078393640"";""82.8146"";""22.2245"";""0"";""-36.7"";""3.3"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663602"";"""""
"1149747;""2018-07-20 18:06:30.05913+00"";""9"";""0101000020E6100000000000C052BE5440000000C032343640"";""82.9738"";""22.2039"";""0"";""24.2"";""2.531"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663603"";"""""
"1149748;""2018-07-20 18:06:30.965964+00"";""5"";""0101000020E6100000000000C0DCB5544000000040EA143640"";""82.8416"";""22.0817"";""0"";""-33.6"";""3.136"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663604"";"""""
"1149749;""2018-07-20 18:06:31.112503+00"";""3"";""0101000020E61000000000006054B6544000000040F33E3640"";""82.8489"";""22.2459"";""0"";""-56.1"";""3.131"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663605"";"""""
"1149751;""2018-07-20 18:06:31.963811+00"";""6"";""0101000020E61000000000008073B65440000000C0DA4A3640"";""82.8508"";""22.2924"";""0"";""-45.2"";""4.066"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663607"";"""""
"1149752;""2018-07-20 18:06:32.134657+00"";""8"";""0101000020E610000000000080D2FA54400000002026F33940"";""83.9191"";""25.9498"";""0"";""14.9"";""0.718"";""1"";""5"";""4"";""6"";""3"";""8"";""9"";""0"";""0"";""0"";""0"";""663608"";"""""
"1149753;""2018-07-20 18:06:32.44017+00"";""7"";""0101000020E6100000000000E0C0B954400000004055303640"";""82.9024"";""22.1888"";""0"";""-31"";""4.303"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663609"";"""""
"1290905;""2018-08-20 12:04:05.189421+00"";""6"";""0101000020E610000000000020872A5540000000C0C1073940"";""84.6645"";""25.0303"";""0"";""31.6"";""0.723"";""1"";""5"";""4"";""1"";""3"";""8"";""9"";""0"";""0"";""0"";""0"";""773736"";"""""
"1149755;""2018-07-20 18:06:33.688568+00"";""4"";""0101000020E6100000000000E024B65440000000C0FE323640"";""82.846"";""22.1992"";""0"";""-20.4"";""2.385"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663611"";"""""
"1149756;""2018-07-20 18:06:34.03566+00"";""2"";""0101000020E610000000000040E6AA54400000000032A63740"";""82.6703"";""23.6492"";""0"";""12"";""0.991"";""1"";""5"";""4"";""6"";""8"";""3"";""9"";""0"";""0"";""0"";""0"";""663612"";"""""
"1149757;""2018-07-20 18:06:35.453078+00"";""3"";""0101000020E6100000000000A0BBB65440000000A0F6363640"";""82.8552"";""22.2147"";""0"";""-47.3"";""3.165"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663613"";"""""
"1149758;""2018-07-20 18:06:35.616759+00"";""2"";""0101000020E610000000000060F5B5544000000040AB1E3640"";""82.8431"";""22.1198"";""0"";""-55"";""3.145"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663614"";"""""
"1149759;""2018-07-20 18:06:36.400212+00"";""6"";""0101000020E6100000000000003BBC544000000020E2383640"";""82.9411"";""22.2222"";""0"";""-39.6"";""3.087"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663615"";"""""
"1149760;""2018-07-20 18:06:36.464569+00"";""9"";""0101000020E6100000000000A00FB6544000000020B0423640"";""82.8447"";""22.2605"";""0"";""-66.1"";""2.812"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663616"";"""""
"1149761;""2018-07-20 18:06:38.210568+00"";""2"";""0101000020E6100000000000E01BB8544000000020213F3640"";""82.8767"";""22.2466"";""0"";""-60.1"";""2.899"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663617"";"""""
"1149762;""2018-07-20 18:06:38.716582+00"";""9"";""0101000020E6100000000000C0A6B554400000000054133640"";""82.8383"";""22.0755"";""0"";""-56.3"";""3.22"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663618"";"""""
"1149763;""2018-07-20 18:06:39.12+00"";""9"";""0101000020E6100000000000805A175540000000C088C23740"";""84.3649"";""23.7599"";""0"";""-16.5"";""2.035"";""1"";""5"";""3"";""4"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663619"";"""""
"1149765;""2018-07-20 18:06:39.590442+00"";""2"";""0101000020E610000000000080F9B35440000000806A1C3640"";""82.8121"";""22.111"";""0"";""-52.3"";""3.072"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663621"";"""""
"1149766;""2018-07-20 18:06:39.844882+00"";""9"";""0101000020E61000000000006019B65440000000A0BD313640"";""82.8453"";""22.1943"";""0"";""-51"";""3.137"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663621"";"""""
"1149767;""2018-07-20 18:06:40.07188+00"";""6"";""0101000020E6100000000000A03AB9544000000060B33A3640"";""82.8942"";""22.2293"";""0"";""-32.5"";""3.03"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663622"";"""""
"1149768;""2018-07-20 18:06:40.730197+00"";""3"";""0101000020E610000000000060AAB4544000000080D7323640"";""82.8229"";""22.1986"";""0"";""-54.7"";""2.796"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663623"";"""""
"1149769;""2018-07-20 18:06:41.387067+00"";""4"";""0101000020E61000000000004057B35440000000C06D143640"";""82.8022"";""22.0798"";""0"";""-45.7"";""3.096"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663624"";"""""
"1149770;""2018-07-20 18:06:41.708391+00"";""0"";""0101000020E6100000000000A0ABFD5440000000606DD53A40"";""83.9636"";""26.8337"";""0"";""-10.2"";""0.613"";""1"";""5"";""4"";""6"";""8"";""3"";""9"";""0"";""0"";""0"";""0"";""663625"";"""""
"1149771;""2018-07-20 18:06:41.758981+00"";""6"";""0101000020E6100000000000609FB75440000000206A3D3640"";""82.8691"";""22.2399"";""0"";""-39.2"";""3.42"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663626"";"""""
"1149772;""2018-07-20 18:06:42.003683+00"";""2"";""0101000020E6100000000000803DBE5440000000C052363640"";""82.9725"";""22.2122"";""0"";""28.4"";""3.587"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663627"";"""""
"1149773;""2018-07-20 18:06:42.201689+00"";""0"";""0101000020E6100000000000C0F5B85440000000604D033B40"";""82.89"";""27.0129"";""0"";""-11.3"";""0.067"";""1"";""5"";""4"";""6"";""8"";""9"";""3"";""0"";""0"";""0"";""0"";""663628"";"""""
"1149774;""2018-07-20 18:06:42.744498+00"";""3"";""0101000020E61000000000000056BE5440000000A0212E3640"";""82.974"";""22.1802"";""0"";""26.5"";""3.058"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663629"";"""""
"1149775;""2018-07-20 18:06:43.874772+00"";""3"";""0101000020E6100000000000C040B65440000000201F343640"";""82.8477"";""22.2036"";""0"";""-78.2"";""3.015"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663630"";"""""
"1149777;""2018-07-20 18:06:45.149602+00"";""6"";""0101000020E610000000000000E0B55440000000606B3A3640"";""82.8418"";""22.2282"";""0"";""-66.6"";""2.883"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663632"";"""""
"1149778;""2018-07-20 18:06:45.241235+00"";""3"";""0101000020E610000000000020040A554000000040F3EE3A40"";""84.1565"";""26.9334"";""0"";""7.1"";""0.436"";""1"";""5"";""4"";""6"";""8"";""3"";""9"";""0"";""0"";""0"";""0"";""663633"";"""""
"1149779;""2018-07-20 18:06:45.261256+00"";""1"";""0101000020E6100000000000405E0A5540000000C0D3EB3A40"";""84.162"";""26.9212"";""0"";""8.7"";""0.504"";""1"";""5"";""4"";""6"";""8"";""3"";""9"";""0"";""0"";""0"";""0"";""663633"";"""""
"1149780;""2018-07-20 18:06:47.388182+00"";""9"";""0101000020E6100000000000C0F5B45440000000001B3E3640"";""82.8275"";""22.2426"";""0"";""-63"";""2.994"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663634"";"""""
"1149781;""2018-07-20 18:06:47.886678+00"";""6"";""0101000020E6100000000000808EB85440000000A0D83F3640"";""82.8837"";""22.2494"";""0"";""-78.8"";""3.212"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663634"";"""""
"1149782;""2018-07-20 18:06:48.772767+00"";""5"";""0101000020E61000000000000098BD5440000000A01A3F3640"";""82.9624"";""22.2465"";""0"";""-27.2"";""3.894"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663635"";"""""
"1149783;""2018-07-20 18:06:49.064168+00"";""0"";""0101000020E6100000000000C0DCAD544000000000BE203640"";""82.7166"";""22.1279"";""0"";""-23"";""3.667"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663636"";"""""
"1149784;""2018-07-20 18:06:49.296892+00"";""2"";""0101000020E6100000000000C0D5A65440000000A0ADA83640"";""82.6068"";""22.6589"";""0"";""29.9"";""3.084"";""1"";""5"";""4"";""6"";""3"";""8"";""9"";""0"";""0"";""0"";""0"";""663637"";"""""
"1149785;""2018-07-20 18:06:50.996561+00"";""0"";""0101000020E61000000000008046FC544000000060F0D53740"";""83.9418"";""23.8357"";""0"";""-26.9"";""1.486"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663638"";"""""
"1149786;""2018-07-20 18:06:51.09723+00"";""3"";""0101000020E61000000000004062FC5440000000A0B4D73740"";""83.9435"";""23.8426"";""0"";""-24.3"";""2.043"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663638"";"""""
"1149787;""2018-07-20 18:06:51.177139+00"";""8"";""0101000020E6100000000000E0C7C05440000000803F853540"";""83.0122"";""21.5205"";""0"";""-20.3"";""2.527"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663639"";"""""
"1149789;""2018-07-20 18:06:52.548091+00"";""3"";""0101000020E61000000000006052B35440000000E024363640"";""82.8019"";""22.2115"";""0"";""-56.3"";""3.308"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663641"";"""""
"1149790;""2018-07-20 18:06:52.824357+00"";""9"";""0101000020E61000000000006034BC5440000000A060443640"";""82.9407"";""22.2671"";""0"";""28"";""3.139"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663642"";"""""
"1149791;""2018-07-20 18:06:53.831033+00"";""8"";""0101000020E6100000000000E01BB8544000000080AC4B3640"";""82.8767"";""22.2956"";""0"";""-35.1"";""4.186"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663643"";"""""
"1149792;""2018-07-20 18:06:54.142458+00"";""4"";""0101000020E610000000000040EFB45440000000800D2F3640"";""82.8271"";""22.1838"";""0"";""-50.4"";""2.84"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663644"";"""""
"1149793;""2018-07-20 18:06:54.719664+00"";""4"";""0101000020E6100000000000A0C4B8544000000080D93D3640"";""82.887"";""22.2416"";""0"";""-34.2"";""2.782"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663645"";"""""
"1149794;""2018-07-20 18:06:54.776212+00"";""3"";""0101000020E61000000000006088B7544000000080483F3640"";""82.8677"";""22.2472"";""0"";""-18.3"";""4.046"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663645"";"""""
"1149795;""2018-07-20 18:06:55.314653+00"";""8"";""0101000020E6100000000000806CBB544000000000AA613640"";""82.9285"";""22.3815"";""0"";""-25.3"";""4.207"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663646"";"""""
"1149796;""2018-07-20 18:06:55.783979+00"";""7"";""0101000020E610000000000020FBAB54400000000071DC3640"";""82.6872"";""22.8611"";""0"";""-15"";""3.328"";""1"";""5"";""4"";""6"";""3"";""8"";""9"";""0"";""0"";""0"";""0"";""663647"";"""""
"1149797;""2018-07-20 18:06:56.382365+00"";""8"";""0101000020E61000000000000068B65440000000008F433640"";""82.8501"";""22.2639"";""0"";""-47.9"";""2.522"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663648"";"""""
"1149798;""2018-07-20 18:06:59.482621+00"";""6"";""0101000020E6100000000000C04BB7544000000020AE773640"";""82.864"";""22.4675"";""0"";""28.3"";""3.831"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663649"";"""""
"1149800;""2018-07-20 18:07:00.103542+00"";""9"";""0101000020E610000000000040A6BE5440000000E05A123740"";""82.9789"";""23.0717"";""0"";""17.3"";""4.479"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663651"";"""""
"1149801;""2018-07-20 18:07:00.309513+00"";""1"";""0101000020E6100000000000408216554000000040BDC23740"";""84.3517"";""23.7607"";""0"";""-25.4"";""2.354"";""1"";""5"";""3"";""4"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663652"";"""""
"1149802;""2018-07-20 18:07:00.406117+00"";""0"";""0101000020E6100000000000A0A4B654400000008093383640"";""82.8538"";""22.221"";""0"";""-31.5"";""2.844"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663653"";"""""
"1149803;""2018-07-20 18:07:00.825102+00"";""6"";""0101000020E610000000000000E5A15440000000E0EB503640"";""82.5296"";""22.3161"";""0"";""19.5"";""3.781"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663654"";"""""
"1149804;""2018-07-20 18:07:01.882458+00"";""7"";""0101000020E610000000000060DEB95440000000003DEB3A40"";""82.9042"";""26.9189"";""0"";""16.6"";""0.145"";""1"";""5"";""4"";""6"";""8"";""9"";""3"";""0"";""0"";""0"";""0"";""663655"";"""""
"1149805;""2018-07-20 18:07:01.910547+00"";""5"";""0101000020E6100000000000E0FBB9544000000040E13A3B40"";""82.906"";""27.23"";""0"";""8.7"";""1.493"";""1"";""5"";""4"";""6"";""8"";""9"";""3"";""0"";""0"";""0"";""0"";""663656"";"""""
"1149807;""2018-07-20 18:07:03.822207+00"";""8"";""0101000020E6100000000000E093FB544000000040BFCD3740"";""83.9309"";""23.8037"";""0"";""46.3"";""1.825"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663657"";"""""
"1149806;""2018-07-20 18:07:03.571522+00"";""4"";""0101000020E610000000000080B7B85440000000C05B203640"";""82.8862"";""22.1264"";""0"";""-20.1"";""3.316"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663658"";"""""
"1149808;""2018-07-20 18:07:03.93467+00"";""6"";""0101000020E6100000000000C02EB6544000000080FB1A3640"";""82.8466"";""22.1054"";""0"";""-42.4"";""3.191"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663658"";"""""
"1149809;""2018-07-20 18:07:05.752821+00"";""9"";""0101000020E6100000000000207EB4544000000040AB3E3640"";""82.8202"";""22.2448"";""0"";""-20.6"";""3.656"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663659"";"""""
"1149810;""2018-07-20 18:07:06.434211+00"";""5"";""0101000020E610000000000020F4B454400000008026123640"";""82.8274"";""22.0709"";""0"";""-59.3"";""3.27"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663660"";"""""
"1149812;""2018-07-20 18:07:07.027051+00"";""8"";""0101000020E6100000000000203FBE5440000000C07B323640"";""82.9726"";""22.1972"";""0"";""25.3"";""2.835"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663662"";"""""
"1149813;""2018-07-20 18:07:07.28226+00"";""1"";""0101000020E6100000000000E009B8544000000020DB393640"";""82.8756"";""22.226"";""0"";""-18.4"";""3.692"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663663"";"""""
"1149814;""2018-07-20 18:07:08.839442+00"";""4"";""0101000020E6100000000000C0D3B75440000000807A453640"";""82.8723"";""22.2714"";""0"";""-21.6"";""2.285"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663664"";"""""
"1290906;""2018-08-20 12:04:11.659396+00"";""8"";""0101000020E6100000000000400CFE534000000000FE643540"";""79.9695"";""21.3945"";""0"";""-119.2"";""4.181"";""1"";""5"";""4"";""8"";""9"";""1"";""3"";""0"";""0"";""0"";""0"";""773737"";"""""
"1149816;""2018-07-20 18:07:09.32193+00"";""1"";""0101000020E610000000000020F6B75440000000E03D493640"";""82.8744"";""22.2861"";""0"";""-28.3"";""2.697"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663664"";"""""
"1149818;""2018-07-20 18:07:10.460652+00"";""8"";""0101000020E610000000000040FAF95440000000603BCF3740"";""83.9059"";""23.8095"";""0"";""42.9"";""1.75"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663665"";"""""
"1149817;""2018-07-20 18:07:10.192467+00"";""8"";""0101000020E61000000000002058B95440000000A0C63B3640"";""82.896"";""22.2335"";""0"";""-48.1"";""2.668"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663666"";"""""
"1149819;""2018-07-20 18:07:10.562932+00"";""9"";""0101000020E61000000000002031B854400000004094363640"";""82.878"";""22.2132"";""0"";""-34.4"";""2.834"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663666"";"""""
"1149820;""2018-07-20 18:07:10.630495+00"";""3"";""0101000020E6100000000000A0F1B65440000000009A483640"";""82.8585"";""22.2836"";""0"";""-18.5"";""4.199"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663666"";"""""
"1149821;""2018-07-20 18:07:10.783201+00"";""0"";""0101000020E6100000000000A0DFB65440000000205A443640"";""82.8574"";""22.267"";""0"";""-24.3"";""3.857"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663666"";"""""
"1149822;""2018-07-20 18:07:11.776932+00"";""5"";""0101000020E6100000000000A099B554400000000020323640"";""82.8375"";""22.1958"";""0"";""-44.3"";""2.949"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663667"";"""""
"1149823;""2018-07-20 18:07:11.918764+00"";""4"";""0101000020E61000000000004040B7544000000000D5583640"";""82.8633"";""22.347"";""0"";""21"";""3.748"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663668"";"""""
"1149824;""2018-07-20 18:07:12.461364+00"";""8"";""0101000020E610000000000020C9B954400000004047323640"";""82.9029"";""22.1964"";""0"";""-69.4"";""3.022"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663669"";"""""
"1149826;""2018-07-20 18:07:13.57723+00"";""0"";""0101000020E6100000000000E048B654400000008004453640"";""82.8482"";""22.2696"";""0"";""-18"";""0.396"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663670"";"""""
"1149827;""2018-07-20 18:07:13.64496+00"";""9"";""0101000020E610000000000060F0B55440000000808C393640"";""82.8428"";""22.2248"";""0"";""-56.9"";""2.952"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663670"";"""""
"1149828;""2018-07-20 18:07:13.722485+00"";""5"";""0101000020E6100000000000005FBC54400000000017183B40"";""82.9433"";""27.0941"";""0"";""-12.4"";""0.123"";""1"";""5"";""4"";""6"";""8"";""9"";""3"";""0"";""0"";""0"";""0"";""663671"";"""""
"1149829;""2018-07-20 18:07:14.690834+00"";""3"";""0101000020E61000000000004077B55440000000204C163640"";""82.8354"";""22.0871"";""0"";""-65.7"";""3.069"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663672"";"""""
"1149830;""2018-07-20 18:07:17.27686+00"";""8"";""0101000020E610000000000000D3B95440000000E0C0593640"";""82.9035"";""22.3506"";""0"";""-18.1"";""2.21"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663673"";"""""
"1149831;""2018-07-20 18:07:17.78856+00"";""2"";""0101000020E610000000000060861455400000002058B93740"";""84.3207"";""23.724"";""0"";""34.4"";""2.043"";""1"";""5"";""3"";""4"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663674"";"""""
"1149832;""2018-07-20 18:07:18.083025+00"";""0"";""0101000020E6100000000000C09FBA5440000000C040023B40"";""82.916"";""27.0088"";""0"";""-30.7"";""0.513"";""1"";""5"";""4"";""6"";""8"";""9"";""3"";""0"";""0"";""0"";""0"";""663675"";"""""
"1149833;""2018-07-20 18:07:18.191324+00"";""9"";""0101000020E6100000000000809CBA5440000000A06E023B40"";""82.9158"";""27.0095"";""0"";""-21"";""0.569"";""1"";""5"";""4"";""6"";""8"";""9"";""3"";""0"";""0"";""0"";""0"";""663675"";"""""
"1149834;""2018-07-20 18:07:18.513501+00"";""2"";""0101000020E6100000000000E06FAB544000000080F4DB3640"";""82.6787"";""22.8592"";""0"";""-25.6"";""4.548"";""1"";""5"";""4"";""6"";""3"";""8"";""9"";""0"";""0"";""0"";""0"";""663676"";"""""
"1149835;""2018-07-20 18:07:18.622654+00"";""5"";""0101000020E6100000000000A0CFFD544000000020F4DC3740"";""83.9658"";""23.8631"";""0"";""-13.8"";""2.424"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663677"";"""""
"1149836;""2018-07-20 18:07:19.055275+00"";""5"";""0101000020E61000000000004050B4544000000060981C3640"";""82.8174"";""22.1117"";""0"";""-59.5"";""2.946"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663678"";"""""
"1149838;""2018-07-20 18:07:19.437213+00"";""2"";""0101000020E6100000000000A011F9544000000040A4DF3940"";""83.8917"";""25.8736"";""0"";""9.2"";""0.642"";""1"";""5"";""4"";""6"";""3"";""8"";""9"";""0"";""0"";""0"";""0"";""663680"";"""""
"1149839;""2018-07-20 18:07:19.993082+00"";""3"";""0101000020E610000000000080F4B354400000008061123640"";""82.8118"";""22.0718"";""0"";""-59.1"";""3.278"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663681"";"""""
"1149840;""2018-07-20 18:07:20.226666+00"";""2"";""0101000020E61000000000002028B6544000000020B7013640"";""82.8462"";""22.0067"";""0"";""-21.8"";""0.775"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663681"";"""""
"1149841;""2018-07-20 18:07:21.46834+00"";""3"";""0101000020E610000000000000000055400000004082D23A40"";""84"";""26.8223"";""0"";""6.7"";""0.616"";""1"";""5"";""4"";""6"";""8"";""3"";""9"";""0"";""0"";""0"";""0"";""663682"";"""""
"1149842;""2018-07-20 18:07:21.48408+00"";""4"";""0101000020E61000000000004092FF5440000000C096D03A40"";""83.9933"";""26.8148"";""0"";""-6.8"";""0.191"";""1"";""5"";""4"";""6"";""8"";""3"";""9"";""0"";""0"";""0"";""0"";""663682"";"""""
"1149843;""2018-07-20 18:07:21.697544+00"";""0"";""0101000020E6100000000000009CB75440000000C0EC3E3640"";""82.8689"";""22.2458"";""0"";""-22.5"";""2.577"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663683"";"""""
"1149844;""2018-07-20 18:07:22.803584+00"";""2"";""0101000020E6100000000000C0FEFE544000000000CCEE3740"";""83.9843"";""23.9328"";""0"";""-47.3"";""2.311"";""1"";""5"";""4"";""3"";""6"";""8"";""9"";""0"";""0"";""0"";""0"";""663684"";"""""
